ID Code,Color 1,Color 2,Card Name,Stage,Level,Rarity,DP,Play Cost,DigiCost 1,DigiCost 2,Main Effect,Inherited Effect,Security,Attribute,Type,Url
BT7-040,Yellow,-,Rasenmon,Mega (Lv6),6,Super Rare,11000,11,5,-,"When digivolving into this card from your hand, the memory cost of the digivolution is equal to the number of cards in your security stack. If you have 0 security cards, the memory cost is 1. [Main][Once Per Turn] ?Digi-Burst up to 4? (Trash up to 4 of this Digimon's digivolution cards to activate the effect below.) ?1 of your opponent's Digimon gets -3000 DP for the turn for each card trashed by this card's effect.
",-,-,Data,Beastkin,
BT7-041,Yellow,-,Kazuchimon,Mega (Lv6),6,Super Rare,12000,12,5,-,"[When Digivolving] If you have 3 or more security cards, gain 2 memory. If you have 2 or fewer security cards, you may ?Recovery +1 (Deck)? until there are 3 cards in your security stack. (Place the top card of your deck on top of your security stack.) [Your Turn] While you have 3 or more security cards, this Digimon gains ?Security Attack +1?. (This Digimon checks 1 additional security card.)
",-,-,Vaccine,Shaman,
BT7-042,Yellow,-,AncientKazemon,Mega (Lv6),6,Rare,13000,13,5,-,"[Opponent's Turn] While a card with [Hybrid] in its traits is in this Digimon's digivolution cards, all of your Security Digimon get +4000 DP. [On Deletion] You may play 1 yellow level 4 or lower card with [Hybrid] in its traits from your hand without paying its memory cost.
",-,-,Vaccine,Ancient Birdkin / Ten Warrriors,
BT7-043,Green,-,Gotsumon,Rookie (Lv3),3,Common,3000,3,0,-,"[On Play] You may reveal 1 green Digimon card from your hand. If you do, place it on top of your deck.
",-,-,Data,Rock,
BT7-044,Green,-,Betamon,Rookie (Lv3),3,Rare,2000,3,0,-,"[On Play] Reveal the top 3 cards of your deck. Add 1 green level 4 Digimon card or 1 green Tamer card among them to your hand. Place the remaining cards at the bottom of your deck in any order.
",-,-,Virus,Amphibian,
BT7-045,Green,-,Tortomon,Champion (Lv4),4,Common,4000,4,2,-,-,"[When Attacking] You may reveal 1 green Digimon card from your hand and place it on top of your deck to have this Digimon get +3000 DP for the turn.
",-,Vaccine,Reptile,
BT7-046,Green,-,Beetlemon,Hybrid (Lv4),4,Uncommon,5000,6,2,-,"You may digivolve this card from your hand onto one of your green Tamers as if the Tamer is a level 3 green Digimon. [When Digivolving] Reveal the top 5 cards of your deck. Add 1 card with [Hybrid] in its traits and 1 [J.P. Shibayama] among them to your hand. Place the remaining cards at the bottom of your deck in any order.
",-,-,Variable,Cyborg,
BT7-047,Green,-,MetalKakuterimon,Hybrid (Lv4),4,Common,6000,6,3(Lv3)/1(Lv4),-,"You may digivolve this card from your hand onto one of your green Tamers as if the Tamer is a level 3 green Digimon for a memory cost of 2. [When Digivolving] If a card with [Hybrid] in its traits or [J.P. Shibayama] is in this Digimon's digivolution cards, suspend 1 of your opponent's Digimon with 6000 DP or less.
",-,-,Variable,Cyborg,
BT7-048,Green,-,Monochromon,Champion (Lv4),4,Common,8000,6,2,-,-,-,-,Data,Ankylosaur,
BT7-049,Green,-,MameTyramon,Ultimate (Lv5),5,Uncommon,5000,5,3,-,"[When Attacking] Reveal the top 3 cards of your deck. You may digivolve this Digimon into a green level 6 card among them without paying its memory cost. Place the remaining cards at the bottom of your deck in any order.
",-,-,Data,Mutant / X-Antibody,
BT7-050,Green,-,Triceramon,Ultimate (Lv5),5,Common,7000,6,2,-,-,-,-,Data,Ceratopsian,
BT7-051,Green,-,RhinoKakuterimon,Hybrid (Lv5),5,Uncommon,8000,9,2,-,"When one of your Digimon with a Tamer card in its digivolution cards digivolves into this card in your hand, reduce the memory cost of the digivolution by 2. [When Attacking] If a card with [Hybrid] or [Insectoid] in its traits is in this Digimon's digivolution cards, this Digimon can digivolve into a Digimon card with [Insectoid] or [Ten Warriors] in its traits in your hand for a memory cost of 3.
",-,-,Variable,Insectoid,
BT7-052,Green,-,SaberLeomon,Mega (Lv6),6,Common,10000,11,3,-,"[When Digivolving] This Digimon gets +5000 DP for the turn. [On Deletion] Gain 2 memory.
",-,-,Data,Ancient Animal,
BT7-053,Green,-,Dinorexmon,Mega (Lv6),6,Rare,12000,12,4,-,[When Digivolving] Suspend 1 of your opponent's Digimon. That Digimon doesn't unsuspend during their next unsuspend phase. [Your Turn] This Digimon gets +1000 DP for each of your opponent's suspended Digimon.,-,-,Data,Dinosaur / X-Antibody,
BT7-054,Green,-,AncientBeetlemon,Mega (Lv6),6,Rare,13000,13,9,-,"[Your Turn][Once Per Turn] When one of your Digimon with [Ten Warriors] or [Hybrid] in its traits deletes an opponent's Digimon in battle and survives, trash the top card of your opponent's security stack. [On Deletion] You may play 1 green level 4 or lower card with [Hybrid] in its traits from your hand without paying its memory cost.
",-,-,Vaccine,Ancient Insect / Ten Warriors,
BT7-055,Green,-,Ebonwumnon,Mega (Lv6),6,Super Rare,13000,13,5,-,"[When Digivolving] Suspend 1 of your opponent's Digimon. Then, gain 1 memory for each of your opponent's suspended Digimon. [Opponent's Turn] All of your opponent's Digimon gain “[Your Turn] You must trash 1 card in your hand to unsuspend this Digimon.”
",-,-,Vaccine,Holy Beast / Four Sovereigns,
BT7-056,Black,-,Dorumon,Rookie (Lv3),3,Rare,1000,3,0,-,"[On Play] Reveal the top 3 cards of your deck. Add 1 card with [X-Antibody] in its traits and 1 [Kota Domoto] among them to your hand. Place the remaining cards at the bottom of your deck in any order.
","[Your Turn][Once Per Turn] When one of your effects places a digivolution card under this Digimon, gain 1 memory.
",-,Data,Beast / X-Antibody,
BT7-057,Black,-,Monitamon,Rookie (Lv3),3,Common,2000,3,0,-,"[On Play] Reveal the top 3 cards of your deck. Add 1 card with [Knightmon] in its name or 1 [DeadlyAxemon] among them to your hand. Place the remaining cards at the bottom of your deck in any order.
",-,-,Data,CRT,
BT7-058,Black,-,SkullKnightmon,Champion (Lv4),4,Rare,3000,4,2,-,"[When Attacking] You may trash all of the digivolution cards of 1 of your [DeadlyAxemon] and place it at the bottom of this Digimon's digivolution cards to digivolve this Digimon into a [DarkKnightmon] in your hand without paying its memory cost.
",-,-,Virus,Undead,
BT7-059,Black,-,DeadlyAxemon,Champion (Lv4),4,Common,3000,4,2,-,"[On Play] Reveal the top 5 cards of your deck. Add up to 2 cards with [Knightmon] in their names among them to your hand. Place the remaining cards at the bottom of your deck in any order.
","[Your Turn] While this Digimon has [Knightmon] or [Bagramon] in its name, it gets +2000 DP.",-,Virus,Dark Animal,
BT7-060,Black,-,Grumblemon,Hybrid (Lv4),4,Common,5000,5,2,-,"You may digivolve this card from your hand onto one of your black Tamers as if the Tamer is a level 3 black Digimon.
",-,-,Variable,Demon,
BT7-061,Black,-,Gigasmon,Hybrid (Lv4),4,Common,6000,6,3,-,"You may digivolve this card from your hand onto one of your black Tamers as if the Tamer is a level 3 black Digimon. ?Blocker? (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)
",-,-,Variable,Mineral,
BT7-062,Black,-,Dorugamon,Champion (Lv4),4,Common,5000,6,2,-,"[Opponent's Turn] While you have another Digimon in play with [X-Antibody] in its traits, or a card with [X-Antibody] in its traits is in this Digimon's digivolution cards, this Digimon gains ?Blocker?. (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)
","[All Turns] While this Digimon has [X-Antibody] in its traits, it gets +1000 DP.
",-,Data,Beast Dragon / X-Antibody,
BT7-063,Black,-,DarkKnightmon,Ultimate (Lv5),5,Super Rare,7000,7,3,-,"[On Play] You may place 1 [SkullKnightmon] and/or 1 [DeadlyAxemon] from your hand and/or trash in this Digimon's digivolution cards in any order. [All Turns] When this Digimon is deleted, you may play 1 [SkullKnightmon] and/or 1 [DeadlyAxemon] from this Digimon's digivolution cards suspended without paying their memory costs.
",-,-,Virus,Dark Knight,
BT7-064,Black,-,DoruGreymon,Ultimate (Lv5),5,Uncommon,7000,8,3,-,"[When Digivolving] You may place 1 black card with [X-Antibody] in its traits from your hand at the bottom of this Digimon's digivolution cards to prevent effects from deleting it or reducing its DP until the end of your opponent's next turn.
","[Your Turn] While this Digimon has [X-Antibody] in its traits, it gains ?Security Attack +1?. (This Digimon checks 1 additional security card.)
",-,Data,Beast Dragon / X-Antibody,
BT7-065,Black,-,Dorugoramon,Mega (Lv6),6,Super Rare,11000,11,3,-,"[Your Turn] For each card with [X-Antibody] in its traits in this Digimon's digivolution cards, this Digimon gets +1000 DP. [When Attacking][Once Per Turn] You may place 1 card with [X-Antibody] in its traits from your hand at the bottom of this Digimon's digivolution cards to delete up to 2 of your opponent's Digimon with play costs less than or equal to this Digimon's digivolution cards.
",-,-,Data,Beast Dragon / X-Antibody,
BT7-066,Black,-,AncientVolcanomon,Mega (Lv6),6,Uncommon,13000,13,5,-,"[When Digivolving] ?De-Digivolve 3? 1 of your opponent's Digimon. (Trash up to 3 cards from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards.) [On Deletion] You may play 1 black level 4 or lower card with [Hybrid] in its traits from your hand without paying its memory cost.
",-,-,Virus,Ancient Mineral / Ten Warriors,
BT7-067,Purple,-,Ghostmon,Rookie (Lv3),3,Common,5000,3,1,-,-,-,-,Data,Ghost,
BT7-068,Purple,-,Lopmon,Rookie (Lv3),3,Rare,2000,3,0,-,-,"[Your Turn][Once Per Turn] When you play a Tamer, gain 1 memory.
",-,Data,Beast,
BT7-069,Purple,-,Eyesmon: Scatter Mode,Champion (Lv4),4,Common,4000,4,2,-,"[On Deletion] ?Draw 3?. (Draw 3 cards from your deck.) Then, trash 2 cards in your hand.
",-,-,Virus,Dark Dragon,
BT7-070,Purple,-,Wendigomon,Champion (Lv4),4,Common,5000,5,2,-,"[When Digivolving] You may reveal the top 5 cards of your deck. Trash all Tamer cards among them. Place the remaining cards at the bottom of your deck in any order.
","[Your Turn][Once Per Turn] When you play a Tamer, ?Draw 1?. (Draw 1 card from your deck.)
",-,Virus,Beastkin,
BT7-071,Purple,-,Loweemon,Hybrid ( Lv4),4,Common,5000,5,2,-,"You may digivolve this card from your hand onto one of your purple Tamers as if the Tamer is a level 3 purple Digimon.
",-,-,Variable,Warrior,
BT7-072,Purple,-,Eyesmon,Champion (Lv4),4,Common,5000,6,2,-,"When you trash this card in your hand using one of your effects, if [Eyesmon: Scatter Mode] is in your trash, you may play this card without paying its memory cost. [Your Turn] For each [Eyesmon: Scatter Mode] in your trash, this Digimon gets +2000 DP.
",-,-,Virus,Dark Dragon,
BT7-073,Purple,-,KaiserLeomon,Hybrid (Lv4),4,Uncommon,6000,6,3(Lv3)/1(Lv4),-,"You may digivolve this card from your hand onto one of your purple Tamers as if the Tamer is a level 3 purple Digimon for a memory cost of 2. [When Digivolving] If a card with [Hybrid] in its traits or [Koichi Kimura] is in this Digimon's digivolution cards, this Digimon gains ?Retaliation? until the end of your opponent's next turn. (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.)
",-,-,Variable,Cyborg,
BT7-074,Purple,-,Antylamon,Ultimate (Lv5),5,Common,7000,6,3,-,"[When Digivolving] You may play 1 purple Tamer card with a play cost of 3 or less from your trash without paying its memory cost.
",-,-,Virus,Holy Beast,
BT7-075,Purple,-,Rhihimon,Hybrid (Lv5),5,Uncommon,7000,7,3,-,"When one of your Digimon with a Tamer card in its digivolution cards digivolves into this card in your hand, reduce the memory cost of the digivolution by 2. [On Deletion] If a card with [Hybrid] in its traits is in this Digimon's digivolution cards, you may play 1 purple Tamer card from your trash without paying its memory cost.
",-,-,Variable,Warrior,
BT7-076,Purple,-,Orochimon,Ultimate (Lv5),5,Common,8000,8,3,-,"When you trash this card in your hand using one of your effects, ?Draw 1?. (Draw 1 card from your deck.)
","[When Attacking][Once Per Turn] You may trash 1 card in your hand to gain 1 memory.
",-,Virus,Dark Dragon,
BT7-077,Purple,-,Nidhoggmon,Mega (Lv6),6,Uncommon,11000,12,3,-,"When you trash this card in your hand using one of your effects, gain 1 memory. [When Digivolving] You may trash 1 card in your hand to delete 1 of your opponent's level 4 or lower Digimon.
",-,-,Virus,Dark Dragon,
BT7-078,Purple,-,AncientSphinxmon,Mega (Lv6),6,Rare,13000,13,5,-,"[When Digivolving] You may delete 1 of your Digimon with [Ten Warriors] or [Hybrid] in its traits to delete 1 of your opponent's Digimon whose level is less than or equal to the deleted Digimon's level.[On Deletion] You may play 1 purple level 4 or lower card with [Hybrid] in its traits from your hand without paying its memory cost.
",-,-,Virus,Ancient Mythical Beast / Ten Warrior,
BT7-079,Purple,-,Cherubimon,Mega (Lv6),6,Super Rare,12000,13,4,-,"[When Digivolving] You may play 1 purple Tamer card from your trash without paying its memory cost. Then, for each Tamer you have in play, delete 1 of your opponent's level 4 or lower Digimon. [On Deletion] For each Tamer you have in play, you may play 1 level 3 Digimon card from your trash without paying its memory cost.
",-,-,Vaccine,Cherub,
BT7-080,White,-,Neemon,Rookie (Lv3),3,Common,2000,3,-,-,"[On Play] You may play 1 Tamer card with an inherited effect from your hand without paying its memory cost. [All Turns][Once Per Turn] When one of your Digimon with a Tamer card in its digivolution cards is deleted, you may play 1 Tamer card from your trash without paying its memory cost.
",-,-,Data,Beast,
BT7-081,White,-,Bokomon,Rookie (Lv3),3,Common,2000,3,-,-,"[On Play] Reveal the top 5 cards of your deck. Add 1 card with [Hybrid] or [Ten Warriors] in its traits and 1 Tamer card among them to your hand. Place the remaining cards at the bottom of your deck in any order. [Your Turn][Once Per Turn] When one of your Tamers digivolves, gain 2 memory.
",-,-,Vaccine,Mutant,
BT7-082,White,-,Sistermon Blanc (Awakened),Rookie (Lv3),3,Rare,5000,5,2,-,"[On Play] You may place 1 [Sistermon Blanc] from your hand or trash at the bottom of this Digimon's digivolution cards to ?Recovery +1 (Deck)?. (Place the top card of your deck on top of your security stack.) [On Deletion] Return 1 card with [Jesmon], [Huckmon], or [Sistermon] in its name other than [Sistermon Blanc (Awakened)] from your trash to your hand.
",-,-,Vaccine,Puppet,
BT7-083,White,-,Sistermon Ciel (Awakened),Champion (Lv4),4,Rare,6000,6,2,-,"[On Play] You may place 1 [Sistermon Ciel] from your hand or trash at the bottom of this Digimon's digivolution cards to delete 1 of your opponent's Digimon with a play cost of 5 or less. [On Deletion] Return 1 card with [Jesmon], [Huckmon], or [Sistermon] in its name other than [Sistermon Ciel (Awakened)] from your trash to your hand.
",-,-,Data,Puppet,
BT7-084,White,-,Eosmon,Mega (Lv6),6,Uncommon,11000,12,3(W)/3(G),-,"[Your Turn] All of your other [Eosmon] get +1000 DP. [On Deletion] You may play 1 level 5 or lower [Eosmon] from your hand without paying its memory cost.
",-,-,Unknown,Unknown,
BT7-085,Red,-,Takuya Kanbara,Tamer,-,Rare,-,3,-,-,-,"[Your Turn] This Digimon gets +2000 DP. While this Digimon has 10000 DP or more, it gains ?Security Attack +1?. (This Digimon checks 1 additional security card.)
","[Security] Play this card without paying its memory cost. [Main][Once Per Turn] You may place 5 cards with [Hybrid] in their traits from your trash under this Tamer in any order to digivolve it into an [EmperorGreymon] in your hand for its digivolution cost as if this Tamer is a level 5 red Digimon.
",-,-,
BT7-086,Blue,-,Tommy Himi,Tamer,-,Rare,-,3,-,-,-,"[When Attacking][Once Per Turn] Until the end of your opponent's next turn, 1 of your opponent's Digimon with no digivolution cards can't attack or block.
","[Security] Play this card without paying its memory cost. [On Play] Trash 3 digivolution cards from the bottom of 1 of your opponent's Digimon.
",-,-,
BT7-087,Blue,-,Koji Minamoto,Tamer,-,Rare,-,3,-,-,-,"[Your Turn][Once Per Turn] When an effect adds a card to your hand, gain 1 memory. Then, this Digimon can't be blocked for the turn.
","[Security] Play this card without paying its memory cost. [Main][Once Per Turn] You may place 5 cards with [Hybrid] in their traits from your hand under this Tamer in any order to digivolve it into a [MagnaGarurumon] in your hand for its digivolution cost as if this Tamer is a level 5 blue Digimon.
",-,-,
BT7-088,Yellow,-,Zoe Orimoto,Tamer,-,Rare,-,3,-,-,-,"[Opponent's Turn] All of your Security Digimon get +3000 DP.
","[Security] Play this card without paying its memory cost. [On Play] You may search your security stack for 1 card with [Hybrid] or [Ten Warriors] in its traits, reveal it, and add it to your hand. If you added a card to your hand, ?Recovery +1 (Deck)?. (Place the top card of your deck on top of your security stack.) Then, shuffle your security stack.
",-,-,
BT7-089,Green,-,J.P. Shibayama,Tamer,-,Rare,-,3,-,-,-,"?Piercing? (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.)
","[Security] Play this card without paying its memory cost. [Your Turn] When this Tamer digivolves into a green Digimon, reduce the memory cost of the digivolution by 1.
",-,-,
BT7-090,Black,-,Kota Domoto,Tamer,-,Rare,-,3,-,-,"[Start of Your Turn] If you have 2 memory or less, set your memory to 3. [On Play] Reveal the top 4 cards of your deck. Add 1 card with [X-Antibody] in its traits among them to your hand. Place the remaining cards at the bottom of your deck in any order.",-,-,-,-,
BT7-091,Purple,-,Koichi Kimura,Tamer,-,Rare,-,3,-,-,-,"[On Deletion] Gain 1 memory.
","[Security] Play this card without paying its memory cost. [On Play] ?Draw 1?. (Draw 1 card from your deck.) Then, trash 1 card in your hand.
",-,-,
BT7-092,Red,-,Flame Memory Boost!,Option,-,Common,-,3,-,-,"[Main] 1 of your Digimon gains ?Security Attack +1? for the turn. (This Digimon checks 1 additional security card.) Then, place this card in your battle area. [Main] ?Delay? (Trash this card in your battle area to activate the effect below. You can't activate this effect the turn this card enters play.) ?Gain 2 memory.
",-,"[Security] Place this card in its owner's battle area.
",-,-,
BT7-093,Red,-,Firedrake Strike,Option,-,Uncommon,-,4,-,-,[Main] Choose 1 of your Digimon with [Hybrid] in its traits. Delete 1 of your opponent's Digimon with DP less than or equal to the chosen Digimon's DP.,-,"[Security] You may play 1 [Takuya Kanbara] from your hand or trash without paying its memory cost.
",-,-,
BT7-094,Red,-,Giga Storm,Option,-,Common,-,7,-,-,"[Main] Delete up to 2 of your opponent's Digimon with 8000 DP or less.
",-,"[Security] Activate this card's [Main] effect.
",-,-,
BT7-095,Blue,-,Blue Hawaii Death,Option,-,Common,-,2,-,-,"[Main] For the turn, 1 of your Digimon gets +3000 DP and can also attack your opponent's unsuspended Digimon with no digivolution cards.
",-,"[Security] Add this card to its owner's hand.
",-,-,
BT7-096,Blue,-,Starlight Velocity,Option,-,Uncommon,-,3,-,-,"[Main] You may play 1 Tamer card or 1 Digimon card with [Hybrid] in its traits from one of your Digimon's digivolution cards as a Tamer or another Digimon without paying its memory cost.
",-,[Security] You may play 1 [Koji Minamoto] from your hand or trash without paying its memory cost.,-,-,
BT7-097,Blue,-,Tidal Wave,Option,-,Common,-,7,-,-,"[Main] Choose up to 2 Digimon cards in the digivolution cards of one of your Digimon and play them as other Digimon without paying their memory costs.
",-,"[Security] Activate this card's [Main] effect.
",-,-,
BT7-098,Yellow,-,Ultra Turbulence,Option,-,Common,-,2,-,-,"[Main] 1 of your opponent's Digimon and all of your opponent's Security Digimon get -3000 DP for the turn.
",-,"[Security] Add this card to its owner's hand.
",-,-,
BT7-099,Yellow,-,Electric Rush,Option,-,Uncommon,-,2,-,-,"[Main] 1 of your Digimon gets +3000 DP for the turn. Then, if you have 3 security cards, unsuspend 1 of your Digimon.
",-,"[Security] Add this card to its owner's hand.
",-,-,
BT7-100,Yellow,-,Qualialise Blast,Option,-,Rare,-,5,-,-,"When using this card from your hand, its memory cost is equal to the number of cards in your security stack. [Main] 1 of your opponent's Digimon gets -3000 DP for the turn. Then, 1 of your [Rasenmon] gains ?Security Attack +1? for the turn. (This Digimon checks 1 additional security card.)",-,"[Security] Add this card to its owner's hand.
",-,-,
BT7-101,Green,-,Thunder Laser,Option,-,Common,-,1,-,-,"[Main] If you have a Digimon with [Hybrid] or [Ten Warriors] in its traits in play, suspend 1 of your opponent's Digimon.
",-,"[Security] Add this card to its owner's hand.
",-,-,
BT7-102,Green,-,Dino Memory Boost!,Option,-,Common,-,3,-,-,"[Main] Suspend 1 of your opponent's Digimon. Then, place this card in your battle area. [Main] ?Delay? (Trash this card in your battle area to activate the effect below. You can't activate this effect the turn this card enters play.) ?Gain 2 memory.
",-,"[Security] Place this card in its owner's battle area.
",-,-,
BT7-103,Green,-,Mugen,Option,-,Uncommon,-,4,-,-,"[Main] Suspend 1 of your opponent's Digimon. That Digimon doesn't unsuspend during your opponent's next unsuspend phase.
",-,"[Security] Suspend 1 of your opponent's Digimon.
",-,-,
BT7-104,Black,-,Metal Cannon,Option,-,Rare,-,2,-,-,"[Main] Choose 1 of your Digimon with [X-Antibody] in its traits. Then, ?Draw 1? for each of that Digimon's digivolution cards. (Draw 1 card from your deck.)
",-,[Security] Add this card to its owner's hand.,-,-,
BT7-105,Black,-,Pride Memory Boost!,Option,-,Uncommon,-,4,-,-,"[Main] Reveal the top 3 cards of your deck. You may play 1 black Digimon card with a play cost of 4 or less among them without paying its memory cost. Trash the remaining cards. Then, place this card in your battle area. [Main] ?Delay? (Trash this card in your battle area to activate the effect below. You can't activate this effect the turn this card enters play.) ?Gain 2 memory.
",-,"[Security] Place this card in its owner's battle area.
",-,-,
BT7-106,Black,-,Brave Metal,Option,-,Common,-,5,-,-,"[Main] Delete 1 of your opponent's Digimon with a play cost of 6 or less. If you have a Digimon with 5 or more digivolution cards and [X-Antibody] in its traits in play, you may delete 1 of your opponent's Digimon without [X-Antibody] in its traits instead.
",-,"[Security] Activate this card's [Main] effect.
",-,-,
BT7-107,Purple,-,Calling From the Darkness,Option,-,Uncommon,-,1,-,-,"[Main] Delete 1 of your Digimon. Then, return up to 2 purple Digimon cards from your trash to your hand.
",-,"[Security] Add this card to its owner's hand.
",-,-,
BT7-108,Purple,-,Schwarz Lehrsatz,Option,-,Common,-,6,-,-,"[Main] For each Digimon with [Hybrid] in its traits and each Tamer you have in play, delete 1 of your opponent's level 5 or lower Digimon.
",-,"[Security] Activate this card's [Main] effect.
",-,-,
BT7-109,Purple,-,Dead or Alive,Option,-,Rare,-,8,-,-,"[Main] Play 1 purple level 5 Digimon card from your trash without paying its memory cost. If there are 10 or more cards in your trash, you may play 1 Digimon card with [Lucemon] in its name without paying its memory cost instead.
",-,"[Security] Activate this card's [Main] effect.
",-,-,
BT7-110,White,-,Evolution Ancient,Option,-,Rare,-,0,-,-,"If you have a Digimon with [Hybrid] in its traits in play, you may use this Option card without meeting its color requirements. [Main] Your level 4 Digimon can digivolve into 1 Digimon card in your hand with matching colors and [Ten Warriors] in its traits for its digivolution cost, ignoring its level.
",-,"[Security] Add this card to its owner's hand.
",-,-,
BT7-111,Purple,-,Lucemon: Chaos Mode,Ultimate (Lv5),5,Secret Rare,12000,14,-,-,"Your [Lucemon] can digivolve into this card in your hand for a memory cost of 7, ignoring this card's digivolution requirements. For every 10 cards in your trash, reduce the memory cost when playing this card from your hand by 3. [On Play][When Digivolving] Delete 1 of your opponent's Tamers or level 6 or lower Digimon.
",-,-,Virus,Demon Lord / Seven Great Demon Lords,
BT7-112,White,-,Susanoomon,Mega (Lv6),6,Secret Rare,15000,15,7(Lv6),-,"You may digivolve this card from your hand onto one of your Tamers as if the Tamer is a level 6 Digimon by placing 10 Tamer cards and/or cards with [Hybrid] in their traits from your hand and/or trash at the bottom of your deck in any order. ?Security Attack +2? (This Digimon checks 2 additional security cards.)[When Digivolving] Delete 1 of your opponent's Digimon.
",-,-,Vaccine,Shaman,
BT8-001,Red,-,Gurimon,In-Training (Lv2),2,Uncommon,-,-,-,-,-,"[When Attacking][Once Per Turn] If this Digimon has 6000 DP or more, ?Draw 1?. (Draw 1 card from your deck.)
",-,-,Lesser,
BT8-002,Blue,-,Hiyarimon,In-Training (Lv2),2,Uncommon,-,-,-,-,-,"[All Turns] While your opponent has no Digimon with digivolution cards, this Digimon gets +1000 DP.
",-,-,Lesser,
BT8-003,Yellow,-,Frimon,In-Training (Lv2),2,Uncommon,-,-,-,-,-,"[Your Turn] While you have 3 or more security cards, this Digimon gets +1000 DP.
",-,-,Lesser,
BT8-004,Green,-,Bibimon,In-Training (Lv2),2,Uncommon,-,-,-,-,-,"[Opponent's Turn] While all of your Digimon are suspended, this Digimon gets +1000 DP.
",-,-,Lesser,
BT8-005,Black,-,Kyokyomon,In-Training (Lv2),2,Uncommon,-,-,-,-,-,"[Your Turn][Once Per Turn] When an effect places a digivolution card under this Digimon, it gets +1000 DP until the end of your opponent's next turn.
",-,-,Lesser / X-Antibody,
BT8-006,Purple,-,DemiMeramon,In-Training (Lv2),2,Uncommon,-,-,-,-,-,"[Your Turn][Once Per Turn] When a card is trashed from your deck, ?Draw 1?. (Draw 1 card from your deck.)
",-,-,Flame,
BT8-007,Red,-,Gazimon,Rookie (Lv3),3,Common,3000,2,0,-,-,-,-,Virus,Mammal,
BT8-008,Red,-,Gammamon,Rookie (Lv3),3,Rare,2000,3,0,-,"[Your Turn][Once Per Turn] When you play a red Tamer, ?Draw 1?. (Draw 1 card from your deck.)
","[When Attacking] If this Digimon has 6000 DP or more, delete 1 of your opponent's Digimon with 3000 DP or less.
",-,Virus,Ceratopsian,
BT8-009,Red,-,Hawkmon,Rookie (Lv3),3,Uncommon,2000,3,0 (R)/0(Y),-,"[On Play] Reveal the top 4 cards of your deck. Add 1 2-color red card among them to your hand. Place the remaining cards at the bottom of your deck in any order.
",-,-,Free,Avian,
BT8-010,Red,-,Aquilamon,Champion (Lv4),4,Common,4000,4,2(R)/2(Y),-,"When you would play this card from your hand, reduce its play cost by 1 if you have a yellow Digimon in play.
","[When Attacking] If you have a yellow Digimon in play, delete 1 of your opponent's Digimon with 5000 DP or less.
",-,Free,Giant Bird,
BT8-011,Red,-,Cyclonemon,Champion (Lv4),4,Uncommon,5000,5,2(R)/2(BL),-,-,"[When Attacking] Delete 1 of your opponent's Digimon with 2000 DP or less.
",-,Virus,Dragonkin,
BT8-012,Red,-,Flamedramon,Armor Form (Lv4),4,Rare,5000,5,3,-,"?Armor Purge? (When this Digimon would be deleted, you may trash the top card of this Digimon to prevent that deletion.)[When Attacking] This Digimon gets +3000 DP for the turn.
",-,-,Free,Dragonkin,
BT8-013,Red,-,BetelGammamon,Champion (Lv4),4,Common,6000,5,2,-,"[When Digivolving] ?Blitz? (This Digimon can attack when your opponent has 1 or more memory.)
",-,-,Vaccine,Dragonkin,
BT8-014,Red,-,SkullMeramon,Ultimate (Lv5),5,Common,7000,6,2,-,-,-,-,Data,Flame,
BT8-015,Red,-,Silphymon,Ultimate (Lv5),5,Rare,8000,8,4(R)/4(Y),-,"[When Digivolving] 1 of your opponent's Digimon gets -5000 DP for the turn. Then, when DNA digivolving, delete 1 of your opponent's Digimon with 5000 DP or less.
","[When Attacking] Delete 1 of your opponent's Digimon with 5000 DP or less.
",-,Free,Beastkin,
BT8-016,Red,-,MasterTyrannomon,Ultimate (Lv5),5,Common,8000,8,4(R)/4(G),-,"[Your Turn] All of your Digimon with [Tyrannomon] in their names gain ?Security Attack +1?. (This Digimon checks 1 additional security card.)
","?Security Attack +1? (This Digimon checks 1 additional security card.)
",-,Vaccine,Dinosaur,
BT8-017,Red,-,UltimateBrachiomon,Mega (Lv6),6,Common,13000,10,3(R)/3(BL),-,-,-,-,Data,Cyborg / X-Antibody,
BT8-018,Red,-,Marsmon,Mega (Lv6),6,Uncommon,11000,12,3,-,"[Your Turn] This Digimon can also attack your opponent's unsuspended Digimon.
",-,-,Vaccine,Shaman / Olympos XII,
BT8-019,Red,-,Zhuqiaomon,Mega (Lv6),6,Super Rare,13000,13,5,-,"[When Digivolving] Your opponent chooses 1 of their Digimon. Delete all Digimon other than this Digimon and your opponent's chosen Digimon. For each Digimon deleted by this effect, gain 1 memory.[Your Turn] When an opponent's Digimon is deleted, this Digimon gains ?Security Attack +1? for the turn for each of your opponent's Digimon deleted.
",-,-,Virus,Holy Bird / Four Sovereigns,
